,Type,Date,Part of a policing operation,Policing operation,Latitude,Longitude,Gender,Age range,Self-defined ethnicity,Officer-defined ethnicity,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing
339,Person search,2021-10-29T21:00:00+00:00,,,53.179469,-2.92015,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Anything to threaten or harm anyone,A no further action disposal,False,0.0
340,Person search,2021-10-29T21:00:00+00:00,,,53.179469,-2.92015,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,0.0
341,Person search,2021-10-29T21:00:00+00:00,,,53.179469,-2.92015,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,0.0
342,Person search,2021-10-29T22:15:00+00:00,,,53.308690000000006,-4.626486,Male,18-24,Black/African/Caribbean/Black British - African,Black,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,0.0
343,Person search,2021-10-29T23:25:00+00:00,,,53.044819999999994,-2.991548,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,0.0
344,Person search,2021-10-29T23:54:00+00:00,,,53.186494999999994,-4.208042,Female,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
345,Person search,2021-10-30T11:00:00+00:00,,,53.179258,-3.4224339999999995,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,A no further action disposal,False,0.0
346,Person search,2021-10-30T14:50:00+00:00,,,,,Male,10-17,Other ethnic group - Not stated,White,Criminal Justice and Public Order Act 1994 (section 60),Offensive weapons,A no further action disposal,False,0.0
347,Person search,2021-10-30T14:50:00+00:00,,,,,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Criminal Justice and Public Order Act 1994 (section 60),Offensive weapons,A no further action disposal,False,0.0
348,Person search,2021-10-30T14:50:00+00:00,,,,,Male,10-17,Other ethnic group - Not stated,White,Criminal Justice and Public Order Act 1994 (section 60),Offensive weapons,A no further action disposal,False,0.0
349,Person search,2021-10-30T18:20:00+00:00,,,53.218741,-3.050856,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Community resolution,True,0.0
350,Person search,2021-10-30T18:35:00+00:00,,,53.290085999999995,-3.840553,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
351,Person search,2021-10-30T20:36:00+00:00,,,53.164512,-3.0535240000000003,Female,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
352,Person search,2021-10-30T20:36:00+00:00,,,53.164512,-3.0535240000000003,Female,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
353,Person search,2021-10-30T20:36:00+00:00,,,53.164512,-3.0535240000000003,,,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
354,Person search,2021-10-30T21:10:00+00:00,,,53.21887099999999,-4.16092,Female,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
355,Person search,2021-10-30T22:35:00+00:00,,,53.22572099999999,-4.166943,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
356,Person search,2021-10-30T22:35:00+00:00,,,53.22572099999999,-4.166943,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
0,Person search,2021-10-01T00:16:00+00:00,,,51.482496999999995,-3.174054,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Controlled drugs,A no further action disposal,False,
1,Person search,2021-10-01T02:25:00+00:00,,,,,Female,,Other ethnic group - Not stated,Black,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,A no further action disposal,False,
2,Person search,2021-10-01T02:30:19+00:00,,,51.473121,-3.173712,Male,,,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,
3,Person search,2021-10-01T03:39:00+00:00,,,51.619929,-3.942046,Male,,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,
4,Person search,2021-10-01T11:39:00+00:00,,,51.617548,-3.9495129999999996,Female,,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,
5,Person search,2021-10-01T12:42:16+00:00,,,51.498671,-3.236345,Male,,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,
6,Person search,2021-10-01T13:24:00+00:00,,,51.456035,-3.182802,Male,,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,Asian,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,
7,Person search,2021-10-01T14:00:00+00:00,,,51.629107,-3.93897,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,
8,Person search,2021-10-01T14:00:00+00:00,,,51.619929,-3.942046,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,True,
9,Person search,2021-10-01T14:17:00+00:00,,,51.620248,-3.9434169999999997,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,
10,Person search,2021-10-01T14:23:00+00:00,,,51.621097999999996,-3.942052,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,
11,Person search,2021-10-01T16:00:00+00:00,,,,,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,
12,Person search,2021-10-01T16:45:00+00:00,,,51.621578,-3.9429540000000003,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Controlled drugs,Arrest,False,
13,Person search,2021-10-01T18:35:00+00:00,,,,,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,
14,Person search,2021-10-01T20:23:00+00:00,,,51.494001000000004,-3.190598,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,
15,Person search,2021-10-01T21:00:00+00:00,,,51.621669,-3.451675,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Evidence of offences under the Act,A no further action disposal,False,
16,Person search,2021-10-01T21:45:00+00:00,,,51.484463,-3.231266,Female,,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,
17,Person search,2021-10-01T21:50:00+00:00,,,51.484463,-3.231266,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,
18,Person search,2021-10-01T22:50:00+00:00,,,51.702721999999994,-3.435571,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Anything to threaten or harm anyone,A no further action disposal,False,
19,Person search,2021-10-02T00:20:00+00:00,,,,,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,
20,Person search,2021-10-02T00:36:00+00:00,,,51.670024,-3.937825,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,
21,Person search,2021-10-02T11:45:00+00:00,,,51.641065000000005,-3.806675,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,
22,Person search,2021-10-02T11:51:00+00:00,,,51.620248,-3.9434169999999997,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,
23,Person search,2021-10-02T11:55:00+00:00,,,51.620248,-3.9434169999999997,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,
24,Person search,2021-10-02T11:59:00+00:00,,,51.621097999999996,-3.942052,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Summons / charged by post,True,
25,Person search,2021-10-02T14:20:00+00:00,,,51.503118,-3.222994,Female,,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,True,
26,Person search,2021-10-02T14:25:00+00:00,,,51.503118,-3.222994,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,
27,Person search,2021-10-02T14:45:00+00:00,,,51.619547,-3.95048,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Penalty Notice for Disorder,True,
28,Person search,2021-10-02T15:10:00+00:00,,,,,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,
29,Person search,2021-10-02T17:00:00+00:00,,,51.629782,-3.977751,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,
30,Person search,2021-10-02T17:45:00+00:00,,,51.498355,-3.213214,Male,,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,
31,Person search,2021-10-02T19:20:00+00:00,,,51.784725,-3.8794230000000005,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,
32,Person search,2021-10-02T19:25:00+00:00,,,51.784725,-3.8794230000000005,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,
33,Person search,2021-10-02T20:45:00+00:00,,,51.475629999999995,-3.24858,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,
34,Person search,2021-10-02T20:45:00+00:00,,,51.475629999999995,-3.24858,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,
35,Person search,2021-10-02T20:50:00+00:00,,,51.475629999999995,-3.24858,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,
36,Person search,2021-10-02T20:52:00+00:00,,,51.631031,-3.976202,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,
37,Person search,2021-10-02T21:10:00+00:00,,,,,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,
38,Person search,2021-10-02T21:10:00+00:00,,,51.489892,-3.170945,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,
39,Person search,2021-10-02T22:00:00+00:00,,,51.485676,-3.170866,Female,,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,
40,Person search,2021-10-02T22:30:00+00:00,,,,,Male,,Other ethnic group - Any other ethnic group,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,
41,Person search,2021-10-02T22:30:00+00:00,,,51.741282,-3.384318,Male,,White - Any other White background,White,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,A no further action disposal,False,
42,Person search,2021-10-03T00:07:00+00:00,,,51.482642,-3.1793,Male,,Other ethnic group - Not stated,Black,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,False,
43,Person search,2021-10-03T00:10:00+00:00,,,51.48114,-3.17929,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,
44,Person search,2021-10-03T00:10:00+00:00,,,51.48114,-3.17929,Male,,Mixed/Multiple ethnic groups - White and Black Caribbean,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,
45,Person search,2021-10-03T00:12:00+00:00,,,51.711827,-3.445412,Male,,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,
46,Person search,2021-10-03T00:15:00+00:00,,,,,Male,,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,
47,Person search,2021-10-03T00:19:00+00:00,,,51.766420000000004,-3.3753629999999997,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,
48,Person search,2021-10-03T01:30:00+00:00,,,51.644681,-3.755003,Female,,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Anything to threaten or harm anyone,A no further action disposal,False,
49,Person search,2021-10-03T01:30:00+00:00,,,51.599849,-3.81454,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Anything to threaten or harm anyone,A no further action disposal,False,
50,Person search,2021-10-03T01:34:00+00:00,,,51.644681,-3.755003,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Anything to threaten or harm anyone,Arrest,False,
51,Person search,2021-10-03T02:07:00+00:00,,,51.644484999999996,-3.7531309999999998,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,
52,Person search,2021-10-03T02:10:00+00:00,,,51.644484999999996,-3.7531309999999998,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,
53,Person search,2021-10-03T02:40:00+00:00,,,,,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,
54,Person search,2021-10-03T03:49:00+00:00,,,51.599849,-3.81454,Female,,Other ethnic group - Not stated,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,
55,Person search,2021-10-03T04:10:00+00:00,,,51.740459,-3.3778050000000004,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,True,
56,Person search,2021-10-03T04:25:00+00:00,,,,,Male,,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,
57,Person search,2021-10-03T04:29:00+00:00,,,51.534486,-3.138641,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,
58,Person search,2021-10-03T05:40:52+00:00,,,51.480314,-3.179139,,,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,
59,Person search,2021-10-03T06:00:00+00:00,,,,,Female,,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,
60,Person search,2021-10-03T06:04:00+00:00,,,51.434818,-3.565181,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,
61,Person search,2021-10-03T07:42:00+00:00,,,51.741282,-3.384318,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,A no further action disposal,False,
62,Person search,2021-10-03T12:09:00+00:00,,,51.513676000000004,-3.152778,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,
63,Person search,2021-10-03T12:09:00+00:00,,,51.513676000000004,-3.152778,Female,,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,
64,Person search,2021-10-03T17:05:00+00:00,,,51.622564000000004,-3.9463769999999996,Female,,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,
65,Person search,2021-10-03T19:00:00+00:00,,,51.492979,-3.1706790000000002,Male,,Asian/Asian British - Any other Asian background,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,
66,Person search,2021-10-03T22:19:00+00:00,,,51.533161,-3.251928,Male,,Other ethnic group - Not stated,White,Police and Criminal Evidence Act 1984 (section 1),Anything to threaten or harm anyone,A no further action disposal,False,
67,Person search,2021-10-04T00:25:00+00:00,,,,,Male,,White - Irish,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,
68,Person search,2021-10-04T01:00:00+00:00,,,51.468697,-3.1818049999999998,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,
69,Person search,2021-10-04T01:50:00+00:00,,,51.403724,-3.275848,Female,,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Evidence of offences under the Act,A no further action disposal,False,
70,Person search,2021-10-04T03:01:00+00:00,,,51.58741,-4.005272,Female,,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,
71,Person search,2021-10-04T09:50:00+00:00,,,,,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,False,
72,Person search,2021-10-04T12:15:00+00:00,,,51.439768,-3.178468,Male,,Other ethnic group - Not stated,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,
73,Person search,2021-10-04T13:10:00+00:00,,,51.616119,-3.957021,Male,,Other ethnic group - Not stated,Other,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,
74,Person search,2021-10-04T13:10:00+00:00,,,51.616119,-3.957021,Male,,Other ethnic group - Not stated,Other,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,
75,Person search,2021-10-04T14:50:00+00:00,,,51.479307,-3.702923,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Firearms,Community resolution,True,
76,Person search,2021-10-04T16:15:00+00:00,,,51.603848,-3.3467050000000005,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,
77,Person search,2021-10-04T16:43:00+00:00,,,51.587465,-3.415478,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,
78,Person search,2021-10-04T17:10:00+00:00,,,51.641366,-3.947023,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,
79,Person search,2021-10-04T17:11:00+00:00,,,51.652576,-3.9482839999999997,Female,,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,
80,Person search,2021-10-04T17:14:00+00:00,,,,,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,
81,Person search,2021-10-04T17:30:00+00:00,,,51.597833,-3.786521,Female,,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Anything to threaten or harm anyone,A no further action disposal,False,
82,Person search,2021-10-04T19:34:00+00:00,,,51.625562,-3.4574769999999995,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Article for use in theft,A no further action disposal,False,
83,Person search,2021-10-04T19:45:00+00:00,,,51.518516,-3.577404,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,
84,Person search,2021-10-04T21:00:00+00:00,,,51.618694,-3.9963949999999997,Female,,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,False,
85,Person search,2021-10-04T21:46:30+00:00,,,,,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,
86,Person search,2021-10-04T23:40:00+00:00,,,51.642406,-3.4796370000000003,Female,,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,
87,Person search,2021-10-04T23:40:00+00:00,,,51.642756,-3.4789120000000002,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Community resolution,True,
88,Person search,2021-10-04T23:40:00+00:00,,,51.642406,-3.4796370000000003,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Penalty Notice for Disorder,True,
89,Person search,2021-10-05T01:45:00+00:00,,,51.609953000000004,-3.6630230000000004,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,
90,Person search,2021-10-05T13:20:00+00:00,,,51.505603,-3.5774470000000003,Female,,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,
91,Person search,2021-10-05T13:25:00+00:00,,,51.505603,-3.5774470000000003,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,
92,Person search,2021-10-05T15:00:06+00:00,,,51.653292,-3.4954449999999997,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,A no further action disposal,False,
93,Person search,2021-10-05T15:40:00+00:00,,,51.539815000000004,-3.592329,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,
94,Person search,2021-10-05T15:45:00+00:00,,,51.704846999999994,-3.418272,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,
95,Person search,2021-10-05T15:45:00+00:00,,,51.539815000000004,-3.592329,Female,,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,
96,Person search,2021-10-05T15:57:00+00:00,,,51.506627,-3.5795,Female,,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,
97,Person search,2021-10-05T16:00:00+00:00,,,51.616547,-3.943736,Male,,Other ethnic group - Not stated,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest,False,
98,Person search,2021-10-05T16:16:00+00:00,,,51.419008000000005,-3.254371,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,
99,Person search,2021-10-05T16:20:00+00:00,,,51.624133,-3.933066,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,
100,Person search,2021-10-05T16:38:53+00:00,,,51.530561,-3.190687,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,
101,Person search,2021-10-05T16:53:00+00:00,,,51.622109,-3.921639,Female,,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,
102,Person search,2021-10-05T16:55:00+00:00,,,51.640474,-3.956292,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,
103,Person search,2021-10-05T17:10:00+00:00,,,51.636246,-3.9417459999999997,Male,,Black/African/Caribbean/Black British - African,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,True,
104,Person search,2021-10-05T17:13:00+00:00,,,51.636658000000004,-3.952168,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Summons / charged by post,True,
105,Person search,2021-10-05T18:17:00+00:00,,,51.636246,-3.9417459999999997,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,
106,Person search,2021-10-05T19:36:00+00:00,,,,,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,
107,Person search,2021-10-05T20:30:00+00:00,,,,,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,
108,Person search,2021-10-05T21:05:00+00:00,,,,,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Anything to threaten or harm anyone,A no further action disposal,False,
109,Person search,2021-10-05T21:30:00+00:00,,,51.643103,-3.478518,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,
110,Person search,2021-10-05T21:40:00+00:00,,,51.763853000000005,-3.373416,Female,,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,False,
111,Person search,2021-10-06T00:54:00+00:00,,,,,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,
112,Person search,2021-10-06T11:19:00+00:00,,,,,Male,,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,White,Police and Criminal Evidence Act 1984 (section 1),Goods on which duty has not been paid etc.,A no further action disposal,False,
